category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
['Vida Académica'],"['Necrología', 'Manuel Díez Alegría']","['Militar', 'Guerra', 'Ejército', 'Academia', 'Histórica']",Necrología (Manuel Díez Alegría),José María de Areilza y Martínez de Rodas,1,1987,00291,00294,abrir_pdf.php?id=ANU-M-1987-10029100294,ANU-M-1987-10029100294
['Vida Académica'],['Recepciones Académicas'],"['Académico', 'Mercado', 'Banca', 'Futuro', 'Reforma']",Recepciones Académicas,RACMYP,1,1987,00295,00296,abrir_pdf.php?id=ANU-M-1987-10029500296,ANU-M-1987-10029500296
['Vida Académica'],['Noticiario Académico'],"['Número', 'Excmo', 'Universidad', 'Celebró', 'Tomó']",Noticiario Académico,RACMYP,1,1987,00297,00298,abrir_pdf.php?id=ANU-M-1987-10029700298,ANU-M-1987-10029700298
['Vida Académica'],['Disertaciones'],"['Fuelles', 'Fueyo', 'Alonso', 'Olea', 'Mora']",Disertaciones,RACMYP,1,1987,00299,00299,abrir_pdf.php?id=ANU-M-1987-10029900299,ANU-M-1987-10029900299
['Ciencias Sociales'],"['Política', 'Administración']","['Posada', 'Herrera', 'Gobierno', 'Administración', 'Real']",Política y Administración,Laureano López Rodó,1,1988,00007,00022,abrir_pdf.php?id=ANU-M-1988-10000700022,ANU-M-1988-10000700022
['Ciencias Sociales'],"['Azúcar', 'Blanca', 'Cara']","['Azúcar', 'Esclavos', 'Cultivo', 'Caña', 'Negros']","El azúcar: blanca,dulce y cara",Manuel Alonso Olea,1,1988,00023,00034,abrir_pdf.php?id=ANU-M-1988-10002300034,ANU-M-1988-10002300034
['Ciencias Sociales'],"['Sociedad', 'Clases']","['Clases', 'Medias', 'Clase', 'Social', 'Sociedad']",La sociedad de clases medias,Salustiano del Campo Urbano,1,1988,00035,00062,abrir_pdf.php?id=ANU-M-1988-10003500062,ANU-M-1988-10003500062
['Ciencias Sociales'],['Perestroika'],"['Perestroika', 'Gorbachev', 'Política', 'Socialismo', 'Teoría']",La Perestroika,Antonio Garrigues y Díaz-Cañabate,1,1988,00063,00070,abrir_pdf.php?id=ANU-M-1988-10006300070,ANU-M-1988-10006300070
['Economía'],"['Cumbre Wahsington', 'Diálogos']","['Nuclear', 'Unión', 'Texto', 'Armas']",La Cumbre de Wahsington y los diálogos subsiguientes,José María de Areilza y Martínez de Rodas,1,1988,00073,00082,abrir_pdf.php?id=ANU-M-1988-10007300082,ANU-M-1988-10007300082
['Economía'],"['Progresivo Divorcio', 'Mundo']","['Mercados', 'Financieros', 'Real', 'Financiero', 'Mundo']",El progresivo divorcio entre el mundo real y el mundo financiero, José Ángel Sánchez Asiaín,1,1988,00083,00102,abrir_pdf.php?id=ANU-M-1988-10008300102,ANU-M-1988-10008300102
['Economía'],"['Peligros', 'Divergencia', 'Mundo']","['Economía', 'Real', 'Sistema', 'Crisis', 'Financiera']",Los peligros de la divergencia entre el mundo real y el mundo financiero,Enrique Fuentes Quintana,1,1988,00103,00108,abrir_pdf.php?id=ANU-M-1988-10010300108,ANU-M-1988-10010300108
['Economía'],"['Incertidumbre', 'Desequilibrios']","['Países', 'Déficit', 'Economía', 'Exterior']",Incertidumbre financiera y desequilibrios económicos,Luis Angel Rojo Duque,1,1988,00109,00122,abrir_pdf.php?id=ANU-M-1988-10010900122,ANU-M-1988-10010900122
['Economía'],"['Crisis', 'Perspectiva']","['Bolsa', 'España', 'Intercambios', 'Mercado']",La crisis brusátil: perspectiva española,Juan Velarde Fuertes,1,1988,00123,00132,abrir_pdf.php?id=ANU-M-1988-10012300132,ANU-M-1988-10012300132
['Filosofía Social'],"['San Agustín', 'Filosofía']","['Dios', 'Filosofía', 'Agustín', 'Sabiduría', 'Mundo']",San Agustín y la primera filosofía cristiana,Angel González Álvarez,1,1988,00135,00144,abrir_pdf.php?id=ANU-M-1988-10013500144,ANU-M-1988-10013500144
['Filosofía Social'],['Sacerdocio'],"['Iglesia', 'Sacerdocio', 'Mujer', 'Mujeres', 'Vida']",El sacerdocio femenino,Marcelo González Martín,1,1988,00145,00158,abrir_pdf.php?id=ANU-M-1988-10014500158,ANU-M-1988-10014500158
['Filosofía Social'],"['Mundo', 'Posibilidades', 'Riesgos']","['Mundo', 'Hombre', 'Vida', 'Posibilidades', 'Medios']",Nuestro mundo. Posibilidades y riesgos,Mariano Yela Granizo,1,1988,00159,00170,abrir_pdf.php?id=ANU-M-1988-10015900170,ANU-M-1988-10015900170
['Filosofía Social'],"['Centenario', 'Andrés Manjón', 'Fundador', 'Escuelas', 'Ave María']","['Manjón', 'Educación', 'Ideas', 'Escuelas', 'María']","Ante un centenario. Andrés Manjón,fundador de las escuelas del Ave María",Víctor García Hoz,1,1988,00171,00186,abrir_pdf.php?id=ANU-M-1988-10017100186,ANU-M-1988-10017100186
['Filosofía Social'],"['Enseñanza', 'Ética', 'Literatura']","['Sentido', 'Obra', 'Lógica', 'Juego', 'Forma']",Enseñanza de la ética a través de la literatura,Alfonso López Quintás,1,1988,00187,00196,abrir_pdf.php?id=ANU-M-1988-10018700196,ANU-M-1988-10018700196
['Filosofía Social'],"['Ética', 'Ciencia', 'Prudencia', 'Inclinación', 'Respeto', 'Compasión']","['Ética', 'Ciencia', 'Filosofía', 'Acción', 'Cosa']","La ética en tanto que ciencia fundamental. ¿Obrar por prudencia, por inclinación, por deber, por respeto, por compasión?",Gerhard Funke,1,1988,00197,00211,abrir_pdf.php?id=ANU-M-1988-10019700211,ANU-M-1988-10019700211
"['Política', 'Derecho', 'Política y Derecho']","['Krause', 'Español']","['Pág', 'Krause', 'Dios', 'Intuición', 'Sueños']",Krause en español,Gonzalo Fernández De La Mora,1,1988,00215,00228,abrir_pdf.php?id=ANU-M-1988-10021500228,ANU-M-1988-10021500228
"['Política', 'Derecho', 'Política y Derecho']","['Heidegger', 'Nacional-Socialismo']","['Heidegger', 'Parias', 'Pensamiento', 'Política', 'Hombre']",Sobre Heidegger y el nacional-socialismo,Jesús Fueyo Álvarez,1,1988,00229,00264,abrir_pdf.php?id=ANU-M-1988-10022900264,ANU-M-1988-10022900264
"['Política', 'Derecho', 'Política y Derecho']","['Derecho', 'Lenguaje', 'Procedimiento', 'Autonomías']","['Lengua', 'Castellano', 'Comunidad', 'Derecho', 'Órganos']","Derecho, lenguaje y procedimiento en el estado de las autonomías",Jesús González Pérez,1,1988,00265,00282,abrir_pdf.php?id=ANU-M-1988-10026500282,ANU-M-1988-10026500282
"['Política', 'Derecho', 'Política y Derecho']","['Distribución', 'Poderes', 'Monstequieu']","['Poderes', 'Leyes', 'Montesquieu', 'Capítulo']",La distribución de poderes según Monstequieu,Juan Vallet de Goytisolo,1,1988,00283,00291,abrir_pdf.php?id=ANU-M-1988-10028300291,ANU-M-1988-10028300291
['Vida Académica'],"['Necrología', 'Enrique Fuentes Quintana']","['Stackelberg', 'José', 'Estudios', 'Economía', 'Facultad']",Necrología (Enrique Fuentes Quintana),José Castañeda Chornet,1,1988,00295,00300,abrir_pdf.php?id=ANU-M-1988-10029500300,ANU-M-1988-10029500300
['Vida Académica'],['Recepciones Académicas'],"['Otan', 'Ción', 'Militar', 'Problema', 'Defensa']",Recepciones Académicas,RACMYP,1,1988,00301,00304,abrir_pdf.php?id=ANU-M-1988-10030100304,ANU-M-1988-10030100304
['Vida Académica'],['Noticiario Académico'],"['Luis', 'Martes', 'Excmo', 'Obra', 'Elias']",Noticiario Académico,RACMYP,1,1988,00305,00306,abrir_pdf.php?id=ANU-M-1988-10030500306,ANU-M-1988-10030500306
['Vida Académica'],['Disertaciones'],"['Fuertes', 'Olea', 'Mundo', 'Velarde', 'Alonso']",Disertaciones,RACMYP,1,1988,00307,00307,abrir_pdf.php?id=ANU-M-1988-10030700307,ANU-M-1988-10030700307
['Economía'],"['Guerra', 'Fría']","['Guerra', 'Política', 'Unión', 'Soviética', 'Años']",El final de la guerra fría,José María de Areilza y Martínez de Rodas,1,1989,00009,00018,abrir_pdf.php?id=ANU-M-1989-10000900018,ANU-M-1989-10000900018
['Economía'],"['Pérez Galdós', 'Antigüo Régimen', 'Nacimiento', 'Capitalismo', 'Episodios', 'Nacionales']","['Galdós', 'España', 'Ricos', 'Señor', 'Bienes']","Pérez Galdós: el fin del Antigüo Régimen y el nacimiento del capitalismo burgués en los ""Episodios Nacionales""",Juan Velarde Fuertes,1,1989,00019,00052,abrir_pdf.php?id=ANU-M-1989-10001900052,ANU-M-1989-10001900052
['Economía'],['Banca-Industria'],"['Banca', 'Crisis', 'Modelo', 'Industria', 'Industrial']",Banca-industria, José Ángel Sánchez Asiaín,1,1989,00053,00064,abrir_pdf.php?id=ANU-M-1989-10005300064,ANU-M-1989-10005300064
['Filosofía Social'],"['Iii Concilio Toledo', 'Identidad', 'Pueblos', 'España', 'Raíces', 'Europa']","['Iglesia', 'España', 'Pueblos', 'Concilio', 'Pueblo']",El III Concilio de Toledo. Identidad católica de los pueblos de España y raíces cristianas de Europa,Marcelo González Martín,1,1989,00067,00084,abrir_pdf.php?id=ANU-M-1989-10006700084,ANU-M-1989-10006700084
['Filosofía Social'],"['Hybris', 'Némesis', 'Desencanto', 'Mundo']","['Hombre', 'Esperanza', 'Encanto', 'Realidad', 'Ilusión']",Hybris y Némesis: el desencanto del mundo,Mariano Yela Granizo,1,1989,00085,00096,abrir_pdf.php?id=ANU-M-1989-10008500096,ANU-M-1989-10008500096
['Filosofía Social'],"['Calidad', 'Programas', 'Droga']","['Programas', 'Droga', 'Educación', 'Sentido', 'Factores']",La calidad educativa y los programas contra la droga,Víctor García Hoz,1,1989,00097,00110,abrir_pdf.php?id=ANU-M-1989-10009700110,ANU-M-1989-10009700110
['Filosofía Social'],"['Romano Guardini', 'Auténtica Postmodernidad']","['Hombre', 'Guardini', 'Realidad', 'Vida', 'Realidades']",Romano Guardini y la auténtica postmodernidad,Alfonso López Quintás,1,1989,00111,00126,abrir_pdf.php?id=ANU-M-1989-10011100126,ANU-M-1989-10011100126
"['Política', 'Derecho', 'Política y Derecho']","['Política', 'Europa']","['Regiones', 'Regional', 'Política', 'Regionales', 'Desarrollo']",La política regional en Europa,Manuel Fraga Iribarne,1,1989,00129,00160,abrir_pdf.php?id=ANU-M-1989-10012900160,ANU-M-1989-10012900160
"['Política', 'Derecho', 'Política y Derecho']","['Recepción', 'Swedenborg']","['Swedenborg', 'Krause', 'Espíritus', 'Cielo', 'Hombre']",La recepción krausista de Swedenborg,Gonzalo Fernández De La Mora,1,1989,00161,00178,abrir_pdf.php?id=ANU-M-1989-10016100178,ANU-M-1989-10016100178
"['Política', 'Derecho', 'Política y Derecho']","['Principios', 'Constitución']","['Derechos', 'Libertad', 'Derecho', 'Naturaleza', 'Hombre']",Dos principios de la Constitución,Luis Sánchez Agesta,1,1989,00179,00186,abrir_pdf.php?id=ANU-M-1989-10017900186,ANU-M-1989-10017900186
"['Política', 'Derecho', 'Política y Derecho']","['Actos', 'Jefe', 'Invalidez', 'Control']","['Actos', 'Artículo', 'Jefe', 'Órgano']",Los actos del Jefe del Estado: invalidez y control jurisdiccional,Jesús González Pérez,1,1989,00187,00204,abrir_pdf.php?id=ANU-M-1989-10018700204,ANU-M-1989-10018700204
"['Política', 'Derecho', 'Política y Derecho']","['Ciencias', 'Legislativa']","['Derecho', 'Leyes', 'Ciencia', 'Razón', 'Naturaleza']",¿Cabe entre las ciencias jurídicas la legislativa?,Juan Vallet de Goytisolo,1,1989,00205,00246,abrir_pdf.php?id=ANU-M-1989-10020500246,ANU-M-1989-10020500246
"['Política', 'Derecho', 'Política y Derecho']","['Proceso', 'Rizal']","['Rizal', 'Liga', 'Capitán', 'José', 'Madrid']",Proceso a Rizal,Ramón Salas Larrazábal,1,1989,00247,00277,abrir_pdf.php?id=ANU-M-1989-10024700277,ANU-M-1989-10024700277
['Ciencias Sociales'],"['Reforma', 'Londres', 'Gobierno Thatcher']","['London', 'Consejos', 'Local', 'Barrio']",La reforma adminstrativa de Londres del Gobierno Thatcher,Laureano López Rodó,1,1989,00281,00288,abrir_pdf.php?id=ANU-M-1989-10028100288,ANU-M-1989-10028100288
['Ciencias Sociales'],"['Herencia', 'Gala']","['Dalí', 'Generalidad', 'Cecile', 'Salvador']",La herencia de Gala,Manuel Alonso Olea,1,1989,00289,00298,abrir_pdf.php?id=ANU-M-1989-10028900298,ANU-M-1989-10028900298
['Ciencias Sociales'],"['Problemas', 'Reproducción']","['Humana', 'Técnicas', 'Vida', 'Humano', 'Moral']",Problemas éticos y morales que crea la reproducción asistida,Primitivo De la Quintana López,1,1989,00299,00324,abrir_pdf.php?id=ANU-M-1989-10029900324,ANU-M-1989-10029900324
['Ciencias Sociales'],"['Futuro', 'Gibraltar']","['Gibraltar', 'España', 'Reino', 'Aeropuerto', 'Unido']",El futuro de Gibraltar,Salustiano del Campo Urbano,1,1989,00325,00340,abrir_pdf.php?id=ANU-M-1989-10032500340,ANU-M-1989-10032500340
['Ciencias Sociales'],"['Elección', 'Dios', 'Cardenal', 'Jean-Marie Lustiger', 'Arzobispo', 'París']","['Dios', 'Israel', 'Tierra', 'Hombre', 'Pueblo']","La elección de Dios. Por el cardenal Jean-Marie Lustiger, arzobispo de París",Antonio Garrigues y Díaz-Cañabate,1,1989,00341,00347,abrir_pdf.php?id=ANU-M-1989-10034100347,ANU-M-1989-10034100347
['Vida Académica'],['Recepciones Académicas'],"['Gómez', 'Julio', 'Senador', 'Autor', 'Tierra']",Recepciones Académicas,RACMYP,1,1989,00351,00364,abrir_pdf.php?id=ANU-M-1989-10035100364,ANU-M-1989-10035100364
['Vida Académica'],['Noticiario Académico'],"['Academia', 'Tomó', 'Posesión', 'Ciencias', 'Morales']",Noticiario Académico,RACMYP,1,1989,00365,00366,abrir_pdf.php?id=ANU-M-1989-10036500366,ANU-M-1989-10036500366
['Vida Académica'],['Disertaciones'],"['Millán', 'Fuelles', 'Olea', 'Yela', 'Granizo']",Disertaciones,RACMYP,1,1989,00367,00367,abrir_pdf.php?id=ANU-M-1989-10036700367,ANU-M-1989-10036700367
['Filosofía Social'],"['Contribución', 'Iglesia', 'Anhelo', 'Europa']","['Europa', 'Países', 'Consejo', 'Papa', 'Discursos']",Nueva contribución de la Iglesia al anhelo de una Europa unida,Marcelo González Martín,1,1990,00009,00016,abrir_pdf.php?id=ANU-M-1990-10000900016,ANU-M-1990-10000900016
['Filosofía Social'],"['Psicología', 'Vejez', 'Circunstancia']","['Vida', 'Viejo', 'Mundo', 'Vejez', 'Anciano']","Psicología de la vejez: el viejo, su yo y su circunstancia",Mariano Yela Granizo,1,1990,00017,00034,abrir_pdf.php?id=ANU-M-1990-10001700034,ANU-M-1990-10001700034
['Filosofía Social'],"['Reflexiones', 'Acción', 'Influencia', 'Maestros', 'Profesores']","['Maestro', 'Vida', 'Profesor', 'Educación', 'Palabra']",Reflexiones sobre la acción y la influencia docente: Maestros y profesores,Víctor García Hoz,1,1990,00035,00046,abrir_pdf.php?id=ANU-M-1990-10003500046,ANU-M-1990-10003500046
['Filosofía Social'],"['Impresiones', 'Viaje', 'China']","['China', 'Pekín', 'Gente', 'Realidad', 'Calles']",Impresiones de un viaje a China,José Luis Pinillos Díaz,1,1990,00047,00058,abrir_pdf.php?id=ANU-M-1990-10004700058,ANU-M-1990-10004700058
['Filosofía Social'],"['Conquista', 'Libertad']","['Libertad', 'Vida', 'Hombre', 'Ideal', 'Vértigo']",La conquista de la verdadera libertad,Alfonso López Quintás,1,1990,00059,00084,abrir_pdf.php?id=ANU-M-1990-10005900084,ANU-M-1990-10005900084
['Filosofía Social'],"['Escuela', 'Salamanca', 'Significación']","['Derecho', 'Pueblos', 'Derechos', 'Vitoria']",La escuela de Salamanca y su significación hoy,Herbert Schambeck,1,1990,00085,00096,abrir_pdf.php?id=ANU-M-1990-10008500096,ANU-M-1990-10008500096
"['Política', 'Derecho', 'Política y Derecho']",['Historia'],"['Fukuyama', 'Universal', 'Autor', 'Modelo']",El supuesto fin de la Historia,Gonzalo Fernández De La Mora,1,1990,00099,00110,abrir_pdf.php?id=ANU-M-1990-10009900110,ANU-M-1990-10009900110
"['Política', 'Derecho', 'Política y Derecho']","['Analistas', 'Críticos', 'Revolución Francesa', 'Burke', 'Maistre']","['Burke', 'Maistre', 'Revolución', 'Francia', 'Francesa']",Dos analistas críticos clásicos de la Revolución Francesa: Burke y De Maistre,Antonio Truyol Serra,1,1990,00111,00122,abrir_pdf.php?id=ANU-M-1990-10011100122,ANU-M-1990-10011100122
"['Política', 'Derecho', 'Política y Derecho']","['Europa', 'Revolución']","['Europea', 'Europa', 'Política', 'Proceso']",Europa y la Revolución del Este,Jesús Fueyo Álvarez,1,1990,00123,00148,abrir_pdf.php?id=ANU-M-1990-10012300148,ANU-M-1990-10012300148
"['Política', 'Derecho', 'Política y Derecho']","['Discusión', 'Situación']","['Rusia', 'Unión', 'Soviética', 'Europa', 'Tema']",Discusión general sobre la situación europea,Varios autores,1,1990,00149,00158,abrir_pdf.php?id=ANU-M-1990-10014900158,ANU-M-1990-10014900158
"['Política', 'Derecho', 'Política y Derecho']",['Montesquieu A Portalis'],"['Derecho', 'Leyes', 'Civil', 'Costumbres', 'Espíritu']",De Montesquieu a Portalis,Juan Vallet de Goytisolo,1,1990,00159,00174,abrir_pdf.php?id=ANU-M-1990-10015900174,ANU-M-1990-10015900174
"['Política', 'Derecho', 'Política y Derecho']","['Sahara', 'Solución']","['Marruecos', 'España', 'Sáhara', 'Argelia', 'Gobierno']",El Sahara. La solución...mañana,Ramón Salas Larrazábal,1,1990,00175,00210,abrir_pdf.php?id=ANU-M-1990-10017500210,ANU-M-1990-10017500210
"['Política', 'Derecho', 'Política y Derecho']","['Emergencia', 'Humanidad']","['Humanidad', 'Hombre', 'Derecho', 'Derechos']",La emergencia de la humanidad,René-Jean Dupuy,1,1990,00211,00216,abrir_pdf.php?id=ANU-M-1990-10021100216,ANU-M-1990-10021100216
"['Política', 'Derecho', 'Política y Derecho']","['Género', 'América']","['América', 'Comercio', 'Felicidad', 'Europa', 'Autores']",¿Fué útil o nocivo para el género humano el descrubrimiento de América?,Henry Mechoulan,1,1990,00217,00226,abrir_pdf.php?id=ANU-M-1990-10021700226,ANU-M-1990-10021700226
['Ciencias Sociales'],"['Inicios', 'Proceso', 'Años 40']","['Artículo', 'Cortes', 'Gobierno', 'Consejo']",Los inicios del proceso institucional en los años 40,Laureano López Rodó,1,1990,00229,00302,abrir_pdf.php?id=ANU-M-1990-10022900302,ANU-M-1990-10022900302
['Ciencias Sociales'],"['Cortapunto', 'Revolución Francesa']","['Industrial', 'Revolución', 'Cambio', 'Historia']",El cortapunto de la Revolución Francesa,Manuel Alonso Olea,1,1990,00303,00312,abrir_pdf.php?id=ANU-M-1990-10030300312,ANU-M-1990-10030300312
['Ciencias Sociales'],"['Familia', 'Mujer']","['Mujer', 'Hogar', 'Mujeres', 'Hombre', 'Hijos']",La familia y el trabajo de la mujer,Salustiano del Campo Urbano,1,1990,00313,00320,abrir_pdf.php?id=ANU-M-1990-10031300320,ANU-M-1990-10031300320
['Ciencias Sociales'],"['Gobierno', 'Administración']","['Gobierno', 'Administración', 'Ejecutivo']",Gobierno y Administración,Fernando Garrido Falla,1,1990,00321,00328,abrir_pdf.php?id=ANU-M-1990-10032100328,ANU-M-1990-10032100328
['Economía'],"['Cuestión', 'Clave']","['Mundo', 'Hombre', 'Social', 'Empresa', 'Sistema']","El trabajo, cuestión clave",Mariano Navarro Rubio,1,1990,00331,00344,abrir_pdf.php?id=ANU-M-1990-10033100344,ANU-M-1990-10033100344
['Economía'],"['Imposición', 'Años 90']","['Imposición', 'Fiscal', 'Países', 'Impuestos', 'Ahorro']",La imposición en los años 90,Enrique Fuentes Quintana,1,1990,00345,00362,abrir_pdf.php?id=ANU-M-1990-10034500362,ANU-M-1990-10034500362
['Economía'],"['Crisis', 'Política', 'Menem']","['Argentina', 'Económica', 'Política', 'Dólares']",La crisis de la política económica de Menem,Juan Velarde Fuertes,1,1990,00363,00390,abrir_pdf.php?id=ANU-M-1990-10036300390,ANU-M-1990-10036300390
['Economía'],"['U.R.S.S.', 'Plan', 'Mercados']","['Empresas', 'Producción', 'Planificación', 'Mercado', 'Economía']","La U.R.S.S., sin plan y sin mercados",Luis Angel Rojo Duque,1,1990,00391,00402,abrir_pdf.php?id=ANU-M-1990-10039100402,ANU-M-1990-10039100402
